Epoch 1, Train Acc: 8.1346, Train Loss: 5.0393, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 12.1900, Test Loss: 3.6215
Epoch 40, Train Acc: 61.0035, Train Loss: 8.7116, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9700, Test Loss: 1.7028
Epoch 41, Train Acc: 61.3096, Train Loss: 8.6589, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.8000, Test Loss: 2.1652
Epoch 42, Train Acc: 61.3376, Train Loss: 8.6587, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2700, Test Loss: 1.7167
Epoch 43, Train Acc: 61.2836, Train Loss: 8.6463, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5600, Test Loss: 1.7893
Epoch 44, Train Acc: 61.3856, Train Loss: 8.6315, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.9700, Test Loss: 1.9146
Epoch 45, Train Acc: 61.3596, Train Loss: 8.6349, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 48.5900, Test Loss: 2.3454
Epoch 46, Train Acc: 61.3756, Train Loss: 8.6441, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5000, Test Loss: 1.7362
Epoch 47, Train Acc: 61.2596, Train Loss: 8.6426, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8400, Test Loss: 1.7560
Epoch 48, Train Acc: 61.3776, Train Loss: 8.6095, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.7300, Test Loss: 2.1362
Epoch 49, Train Acc: 61.2336, Train Loss: 8.5949, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6600, Test Loss: 1.8331
Epoch 50, Train Acc: 61.6177, Train Loss: 8.5545, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.0000, Test Loss: 1.9548
Epoch 51, Train Acc: 61.9618, Train Loss: 8.4980, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.8500, Test Loss: 1.9896
Epoch 52, Train Acc: 61.3716, Train Loss: 8.6078, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0600, Test Loss: 1.6487
Epoch 53, Train Acc: 61.7418, Train Loss: 8.5089, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.8700, Test Loss: 1.6814
Epoch 54, Train Acc: 61.9278, Train Loss: 8.5038, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.8500, Test Loss: 2.0128
Epoch 55, Train Acc: 61.8118, Train Loss: 8.5309, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7800, Test Loss: 1.8036
Epoch 56, Train Acc: 61.8598, Train Loss: 8.4882, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1500, Test Loss: 1.6750
Epoch 57, Train Acc: 61.6417, Train Loss: 8.5545, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.4800, Test Loss: 1.7580
Epoch 58, Train Acc: 62.1479, Train Loss: 8.4394, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5400, Test Loss: 1.8666
Epoch 59, Train Acc: 61.7518, Train Loss: 8.5001, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.9000, Test Loss: 1.9702
Epoch 60, Train Acc: 62.1379, Train Loss: 8.4342, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6900, Test Loss: 1.6957
Epoch 61, Train Acc: 61.6957, Train Loss: 8.5161, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 47.6300, Test Loss: 2.3502
Epoch 62, Train Acc: 62.1159, Train Loss: 8.4520, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.6600, Test Loss: 1.6569
Epoch 63, Train Acc: 61.9038, Train Loss: 8.4714, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5000, Test Loss: 1.8036
Epoch 64, Train Acc: 62.0419, Train Loss: 8.4834, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.4700, Test Loss: 1.7395
Epoch 65, Train Acc: 62.0699, Train Loss: 8.4446, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.3200, Test Loss: 1.9302
Epoch 66, Train Acc: 62.2579, Train Loss: 8.4442, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6900, Test Loss: 1.8575
Epoch 67, Train Acc: 61.9018, Train Loss: 8.4677, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1100, Test Loss: 1.7180
Epoch 68, Train Acc: 62.3159, Train Loss: 8.4573, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6100, Test Loss: 1.6239
Epoch 69, Train Acc: 62.1959, Train Loss: 8.4310, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0500, Test Loss: 1.9012
Epoch 70, Train Acc: 62.0138, Train Loss: 8.4234, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9800, Test Loss: 1.7750
Epoch 71, Train Acc: 62.1699, Train Loss: 8.4528, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.1200, Test Loss: 1.8344
Epoch 72, Train Acc: 61.8958, Train Loss: 8.4844, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6100, Test Loss: 2.0165
Epoch 73, Train Acc: 62.2339, Train Loss: 8.4110, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.4400, Test Loss: 2.0290
Epoch 74, Train Acc: 62.5500, Train Loss: 8.3322, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3200, Test Loss: 1.7487
Epoch 75, Train Acc: 62.2239, Train Loss: 8.4238, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7900, Test Loss: 1.7321
Epoch 76, Train Acc: 62.3700, Train Loss: 8.4105, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7500, Test Loss: 1.7710
Epoch 77, Train Acc: 62.2599, Train Loss: 8.4055, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.1700, Test Loss: 1.7754
Epoch 78, Train Acc: 62.0419, Train Loss: 8.4370, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.4000, Test Loss: 1.9687
Epoch 79, Train Acc: 62.1799, Train Loss: 8.4110, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.4500, Test Loss: 2.0988
Epoch 80, Train Acc: 62.4340, Train Loss: 8.3836, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.7800, Test Loss: 1.9324
Epoch 81, Train Acc: 62.3139, Train Loss: 8.3540, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5500, Test Loss: 1.8219
Epoch 82, Train Acc: 62.4040, Train Loss: 8.3391, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 47.3400, Test Loss: 2.5314
Epoch 83, Train Acc: 62.3480, Train Loss: 8.3466, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.0400, Test Loss: 2.0786
Epoch 84, Train Acc: 62.1759, Train Loss: 8.3716, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6900, Test Loss: 2.0084
Epoch 85, Train Acc: 62.3620, Train Loss: 8.3923, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2600, Test Loss: 1.7046
Epoch 86, Train Acc: 62.3540, Train Loss: 8.4003, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.3700, Test Loss: 2.0107
Epoch 87, Train Acc: 62.2919, Train Loss: 8.3933, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4600, Test Loss: 1.8049
Epoch 88, Train Acc: 62.3820, Train Loss: 8.3430, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4000, Test Loss: 1.8590
Epoch 89, Train Acc: 62.3400, Train Loss: 8.3367, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7300, Test Loss: 1.7447
Epoch 90, Train Acc: 62.5140, Train Loss: 8.3808, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.4800, Test Loss: 2.0007
Epoch 91, Train Acc: 62.7021, Train Loss: 8.2966, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5200, Test Loss: 1.8943
Epoch 92, Train Acc: 62.4520, Train Loss: 8.3830, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6100, Test Loss: 1.8334
Epoch 93, Train Acc: 62.4480, Train Loss: 8.3089, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.9100, Test Loss: 2.0141
Epoch 94, Train Acc: 62.5860, Train Loss: 8.3504, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.2500, Test Loss: 1.8123
Epoch 95, Train Acc: 62.4820, Train Loss: 8.3136, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.4600, Test Loss: 2.0499
Epoch 96, Train Acc: 62.5900, Train Loss: 8.3157, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1800, Test Loss: 1.9709
Epoch 97, Train Acc: 62.4260, Train Loss: 8.3338, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.7100, Test Loss: 2.3217
Epoch 98, Train Acc: 62.2439, Train Loss: 8.3657, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9400, Test Loss: 1.8857
Epoch 99, Train Acc: 62.4620, Train Loss: 8.3179, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6400, Test Loss: 1.7727
Epoch 100, Train Acc: 62.6400, Train Loss: 8.3442, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.5300, Test Loss: 1.9093
Epoch 101, Train Acc: 62.3520, Train Loss: 8.3437, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1400, Test Loss: 1.9559
Epoch 102, Train Acc: 62.5500, Train Loss: 8.3378, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1500, Test Loss: 1.7960
Epoch 103, Train Acc: 62.6160, Train Loss: 8.3084, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6900, Test Loss: 1.9257
Epoch 104, Train Acc: 62.7121, Train Loss: 8.2545, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.7400, Test Loss: 2.0125
Epoch 105, Train Acc: 62.5420, Train Loss: 8.3096, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6000, Test Loss: 1.7820
Epoch 106, Train Acc: 62.6540, Train Loss: 8.3308, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.5300, Test Loss: 2.0137
Epoch 107, Train Acc: 62.5880, Train Loss: 8.2878, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.3200, Test Loss: 1.8888
Epoch 108, Train Acc: 62.8401, Train Loss: 8.2816, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3100, Test Loss: 1.9109
Epoch 109, Train Acc: 62.4960, Train Loss: 8.2753, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.3000, Test Loss: 1.9116
Epoch 110, Train Acc: 62.6681, Train Loss: 8.2979, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1000, Test Loss: 1.7006
Epoch 111, Train Acc: 62.7781, Train Loss: 8.2773, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.0400, Test Loss: 1.9810
Epoch 112, Train Acc: 62.4420, Train Loss: 8.2962, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.7400, Test Loss: 1.8747
Epoch 113, Train Acc: 62.7241, Train Loss: 8.2694, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5500, Test Loss: 1.9191
Epoch 114, Train Acc: 62.4100, Train Loss: 8.3421, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8300, Test Loss: 1.7710
Epoch 115, Train Acc: 62.8181, Train Loss: 8.2339, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7400, Test Loss: 1.7212
Epoch 116, Train Acc: 62.4920, Train Loss: 8.3530, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8900, Test Loss: 1.8276
Epoch 117, Train Acc: 62.8781, Train Loss: 8.2500, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5900, Test Loss: 1.8649
Epoch 118, Train Acc: 62.7041, Train Loss: 8.2755, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6200, Test Loss: 1.8651
Epoch 119, Train Acc: 62.7401, Train Loss: 8.2870, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4200, Test Loss: 1.7576
Epoch 120, Train Acc: 62.9041, Train Loss: 8.2217, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0800, Test Loss: 1.7300
Epoch 121, Train Acc: 63.1102, Train Loss: 8.2010, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.1100, Test Loss: 1.8935
Epoch 122, Train Acc: 63.0022, Train Loss: 8.2723, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2400, Test Loss: 1.7436
Epoch 123, Train Acc: 62.7881, Train Loss: 8.2896, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.4600, Test Loss: 1.8915
Epoch 124, Train Acc: 62.7761, Train Loss: 8.2520, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.5300, Test Loss: 1.9796
Epoch 125, Train Acc: 62.6781, Train Loss: 8.2497, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4500, Test Loss: 1.6947
Epoch 126, Train Acc: 62.7141, Train Loss: 8.2455, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3500, Test Loss: 1.7640
Epoch 127, Train Acc: 62.7721, Train Loss: 8.2524, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.8000, Test Loss: 1.9689
Epoch 128, Train Acc: 63.0102, Train Loss: 8.2115, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.9700, Test Loss: 1.7411
Epoch 129, Train Acc: 62.3480, Train Loss: 8.2696, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3200, Test Loss: 1.8474
Epoch 130, Train Acc: 62.8081, Train Loss: 8.2710, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6300, Test Loss: 1.7709
Epoch 131, Train Acc: 62.8341, Train Loss: 8.2300, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5800, Test Loss: 1.9049
Epoch 132, Train Acc: 62.6521, Train Loss: 8.2579, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5100, Test Loss: 1.7456
Epoch 133, Train Acc: 62.7221, Train Loss: 8.2682, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3600, Test Loss: 1.7462
Epoch 134, Train Acc: 62.9962, Train Loss: 8.2457, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8500, Test Loss: 1.7635
Epoch 135, Train Acc: 63.0762, Train Loss: 8.1922, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.9800, Test Loss: 1.8545
Epoch 136, Train Acc: 63.5543, Train Loss: 8.1774, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8400, Test Loss: 1.7646
Epoch 137, Train Acc: 62.8761, Train Loss: 8.2534, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5100, Test Loss: 1.7671
Epoch 138, Train Acc: 62.6961, Train Loss: 8.2331, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1900, Test Loss: 1.9211
Epoch 139, Train Acc: 62.8661, Train Loss: 8.2333, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3500, Test Loss: 2.2350
Epoch 140, Train Acc: 63.1182, Train Loss: 8.1636, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.7500, Test Loss: 2.2596
Epoch 141, Train Acc: 62.8021, Train Loss: 8.2734, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5200, Test Loss: 1.9042
Epoch 142, Train Acc: 63.0162, Train Loss: 8.2246, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 48.5400, Test Loss: 2.3778
Epoch 143, Train Acc: 62.9701, Train Loss: 8.2612, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6400, Test Loss: 1.8601
Epoch 144, Train Acc: 63.0782, Train Loss: 8.1832, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.4400, Test Loss: 2.2322
Epoch 145, Train Acc: 62.9101, Train Loss: 8.2189, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3800, Test Loss: 1.8901
Epoch 146, Train Acc: 62.9661, Train Loss: 8.2651, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6200, Test Loss: 2.0660
Epoch 147, Train Acc: 62.8941, Train Loss: 8.2525, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.4000, Test Loss: 1.9516
Epoch 148, Train Acc: 63.0962, Train Loss: 8.2369, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5200, Test Loss: 1.7780
Epoch 149, Train Acc: 63.2482, Train Loss: 8.2006, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.0100, Test Loss: 1.8913
Epoch 150, Train Acc: 63.0102, Train Loss: 8.2093, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.1000, Test Loss: 1.8386
Epoch 151, Train Acc: 70.8707, Train Loss: 6.2031, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 68.0000, Test Loss: 1.2241
Epoch 152, Train Acc: 72.7633, Train Loss: 5.7737, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 68.4300, Test Loss: 1.2034
Epoch 153, Train Acc: 73.4435, Train Loss: 5.6217, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 68.7000, Test Loss: 1.1932
Epoch 154, Train Acc: 74.0057, Train Loss: 5.5349, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 68.7900, Test Loss: 1.1762
