Epoch 1, Train Acc: 6.9922, Train Loss: 7.6988, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 12.7000, Test Loss: 3.6954
Epoch 2, Train Acc: 19.8043, Train Loss: 5.9106, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 21.4200, Test Loss: 3.2292
Epoch 3, Train Acc: 31.2080, Train Loss: 4.7495, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 31.1400, Test Loss: 2.7471
Epoch 4, Train Acc: 39.6627, Train Loss: 3.9886, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 39.9200, Test Loss: 2.2588
Epoch 5, Train Acc: 45.6906, Train Loss: 3.5365, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 44.4900, Test Loss: 2.1614
Epoch 6, Train Acc: 49.6979, Train Loss: 3.2199, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 44.6800, Test Loss: 2.1734
Epoch 7, Train Acc: 52.2147, Train Loss: 3.0237, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 47.6400, Test Loss: 2.0036
Epoch 8, Train Acc: 54.5575, Train Loss: 2.8739, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.7700, Test Loss: 1.8153
Epoch 9, Train Acc: 56.0980, Train Loss: 2.7562, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.6200, Test Loss: 1.8343
Epoch 10, Train Acc: 57.2103, Train Loss: 2.6661, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.4300, Test Loss: 1.8024
Epoch 11, Train Acc: 58.6608, Train Loss: 2.5857, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.6300, Test Loss: 1.8071
Epoch 12, Train Acc: 58.9189, Train Loss: 2.5453, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3200, Test Loss: 1.8560
Epoch 13, Train Acc: 60.1613, Train Loss: 2.4884, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6300, Test Loss: 1.7641
Epoch 14, Train Acc: 60.6094, Train Loss: 2.4545, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0100, Test Loss: 1.6933
Epoch 15, Train Acc: 61.1256, Train Loss: 2.4029, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.4400, Test Loss: 1.8818
Epoch 16, Train Acc: 61.7438, Train Loss: 2.3657, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6900, Test Loss: 1.6280
Epoch 17, Train Acc: 62.1159, Train Loss: 2.3552, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.1700, Test Loss: 1.6707
Epoch 18, Train Acc: 62.4440, Train Loss: 2.3329, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0400, Test Loss: 1.6927
Epoch 19, Train Acc: 62.7241, Train Loss: 2.3128, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.0100, Test Loss: 1.7556
Epoch 20, Train Acc: 62.9521, Train Loss: 2.2926, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.1600, Test Loss: 1.6944
Epoch 21, Train Acc: 63.4703, Train Loss: 2.2632, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.1700, Test Loss: 1.6881
Epoch 22, Train Acc: 63.5363, Train Loss: 2.2453, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.7100, Test Loss: 1.7130
Epoch 23, Train Acc: 63.8144, Train Loss: 2.2502, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7800, Test Loss: 1.6450
Epoch 24, Train Acc: 64.1505, Train Loss: 2.2228, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1500, Test Loss: 1.6190
Epoch 25, Train Acc: 64.0945, Train Loss: 2.2279, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4700, Test Loss: 1.6044
Epoch 26, Train Acc: 64.3606, Train Loss: 2.2023, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1700, Test Loss: 1.5711
Epoch 27, Train Acc: 64.6427, Train Loss: 2.1845, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2000, Test Loss: 1.6190
Epoch 28, Train Acc: 64.8367, Train Loss: 2.1818, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.7800, Test Loss: 1.6419
Epoch 29, Train Acc: 64.7827, Train Loss: 2.1771, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.6900, Test Loss: 1.7191
Epoch 30, Train Acc: 64.4206, Train Loss: 2.1796, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9800, Test Loss: 1.5607
Epoch 31, Train Acc: 65.0548, Train Loss: 2.1538, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8700, Test Loss: 1.6281
