Epoch 1, Train Acc: 2.0186, Train Loss: 6.6085, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 3.2800, Test Loss: 4.4842
Epoch 2, Train Acc: 6.3960, Train Loss: 6.1834, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 7.9600, Test Loss: 4.2612
Epoch 3, Train Acc: 13.0062, Train Loss: 5.8473, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 16.9600, Test Loss: 4.0669
Epoch 4, Train Acc: 22.1031, Train Loss: 5.4761, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 25.4100, Test Loss: 3.8774
Epoch 5, Train Acc: 30.5098, Train Loss: 5.1541, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 32.1000, Test Loss: 3.7105
Epoch 6, Train Acc: 36.8818, Train Loss: 4.9257, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 33.0700, Test Loss: 3.6004
Epoch 7, Train Acc: 41.5113, Train Loss: 4.7583, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 34.9200, Test Loss: 3.6069
Epoch 8, Train Acc: 45.0664, Train Loss: 4.6354, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 42.7000, Test Loss: 3.4796
Epoch 9, Train Acc: 47.2771, Train Loss: 4.5481, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 39.3700, Test Loss: 3.5463
Epoch 10, Train Acc: 49.5579, Train Loss: 4.4770, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 43.0100, Test Loss: 3.4627
Epoch 11, Train Acc: 51.1424, Train Loss: 4.4224, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 43.7500, Test Loss: 3.4923
Epoch 12, Train Acc: 52.5188, Train Loss: 4.3856, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.2400, Test Loss: 3.3483
Epoch 13, Train Acc: 53.5951, Train Loss: 4.3481, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.8800, Test Loss: 3.2680
Epoch 14, Train Acc: 54.6755, Train Loss: 4.3118, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.5600, Test Loss: 3.3823
Epoch 15, Train Acc: 55.5578, Train Loss: 4.2868, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.3000, Test Loss: 3.2672
Epoch 16, Train Acc: 56.1280, Train Loss: 4.2613, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 45.7400, Test Loss: 3.3929
Epoch 17, Train Acc: 56.6261, Train Loss: 4.2508, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.8400, Test Loss: 3.3337
Epoch 18, Train Acc: 57.0182, Train Loss: 4.2276, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.8500, Test Loss: 3.2633
Epoch 19, Train Acc: 57.5124, Train Loss: 4.2108, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.0900, Test Loss: 3.2733
Epoch 20, Train Acc: 58.1046, Train Loss: 4.2007, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.6900, Test Loss: 3.3321
Epoch 21, Train Acc: 57.9125, Train Loss: 4.1929, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.0100, Test Loss: 3.3548
Epoch 22, Train Acc: 58.4627, Train Loss: 4.1823, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5200, Test Loss: 3.2767
Epoch 23, Train Acc: 59.1449, Train Loss: 4.1670, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.2500, Test Loss: 3.2586
Epoch 24, Train Acc: 59.1249, Train Loss: 4.1637, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.6700, Test Loss: 3.2669
Epoch 25, Train Acc: 59.4930, Train Loss: 4.1574, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.6800, Test Loss: 3.3355
Epoch 26, Train Acc: 59.5591, Train Loss: 4.1500, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.2400, Test Loss: 3.3888
Epoch 27, Train Acc: 59.6731, Train Loss: 4.1449, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.0700, Test Loss: 3.2441
Epoch 28, Train Acc: 59.9872, Train Loss: 4.1328, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.4300, Test Loss: 3.2892
Epoch 29, Train Acc: 59.9932, Train Loss: 4.1298, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.6000, Test Loss: 3.2569
Epoch 30, Train Acc: 60.3033, Train Loss: 4.1219, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.9100, Test Loss: 3.3160
Epoch 31, Train Acc: 60.6254, Train Loss: 4.1157, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.8100, Test Loss: 3.2381
Epoch 32, Train Acc: 60.8135, Train Loss: 4.1106, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5900, Test Loss: 3.2781
Epoch 33, Train Acc: 60.4734, Train Loss: 4.1199, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.2800, Test Loss: 3.2084
Epoch 34, Train Acc: 60.5394, Train Loss: 4.1090, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.2000, Test Loss: 3.2054
Epoch 35, Train Acc: 61.0555, Train Loss: 4.1008, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.4200, Test Loss: 3.2931
Epoch 36, Train Acc: 61.0976, Train Loss: 4.0959, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.6600, Test Loss: 3.3299
Epoch 37, Train Acc: 61.1376, Train Loss: 4.0965, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7100, Test Loss: 3.1575
Epoch 38, Train Acc: 61.3296, Train Loss: 4.0914, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0900, Test Loss: 3.1614
Epoch 39, Train Acc: 61.2336, Train Loss: 4.0869, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.9700, Test Loss: 3.2957
Epoch 40, Train Acc: 61.3076, Train Loss: 4.0845, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5000, Test Loss: 3.2266
Epoch 41, Train Acc: 61.5477, Train Loss: 4.0814, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3000, Test Loss: 3.2542
Epoch 42, Train Acc: 61.7017, Train Loss: 4.0731, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0100, Test Loss: 3.1605
Epoch 43, Train Acc: 61.3656, Train Loss: 4.0808, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.6900, Test Loss: 3.2869
Epoch 44, Train Acc: 61.5397, Train Loss: 4.0720, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.8000, Test Loss: 3.2433
Epoch 45, Train Acc: 61.9638, Train Loss: 4.0687, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3200, Test Loss: 3.2154
Epoch 46, Train Acc: 61.6057, Train Loss: 4.0692, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.0600, Test Loss: 3.2687
Epoch 47, Train Acc: 61.8758, Train Loss: 4.0745, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.1600, Test Loss: 3.2640
Epoch 48, Train Acc: 61.6837, Train Loss: 4.0711, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5400, Test Loss: 3.2032
Epoch 49, Train Acc: 62.0979, Train Loss: 4.0641, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0900, Test Loss: 3.2152
Epoch 50, Train Acc: 61.6457, Train Loss: 4.0641, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.7300, Test Loss: 3.2418
Epoch 51, Train Acc: 62.0899, Train Loss: 4.0624, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.4000, Test Loss: 3.2549
Epoch 52, Train Acc: 62.2079, Train Loss: 4.0583, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4200, Test Loss: 3.1946
Epoch 53, Train Acc: 61.9898, Train Loss: 4.0597, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0400, Test Loss: 3.1600
Epoch 54, Train Acc: 61.9658, Train Loss: 4.0575, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0900, Test Loss: 3.2231
Epoch 55, Train Acc: 62.6581, Train Loss: 4.0508, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4200, Test Loss: 3.1657
Epoch 56, Train Acc: 62.0359, Train Loss: 4.0597, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.3700, Test Loss: 3.3015
Epoch 57, Train Acc: 62.4240, Train Loss: 4.0535, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8000, Test Loss: 3.1688
Epoch 58, Train Acc: 62.2339, Train Loss: 4.0587, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2700, Test Loss: 3.1527
Epoch 59, Train Acc: 62.6480, Train Loss: 4.0483, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7900, Test Loss: 3.1713
Epoch 60, Train Acc: 62.4440, Train Loss: 4.0501, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.7600, Test Loss: 3.3520
Epoch 61, Train Acc: 62.3640, Train Loss: 4.0463, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1200, Test Loss: 3.2282
Epoch 62, Train Acc: 62.4400, Train Loss: 4.0466, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4200, Test Loss: 3.2250
Epoch 63, Train Acc: 62.4480, Train Loss: 4.0455, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1500, Test Loss: 3.2154
Epoch 64, Train Acc: 62.6260, Train Loss: 4.0410, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.5900, Test Loss: 3.2163
Epoch 65, Train Acc: 62.6881, Train Loss: 4.0440, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.3400, Test Loss: 3.2450
Epoch 66, Train Acc: 62.8361, Train Loss: 4.0406, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.8400, Test Loss: 3.2397
Epoch 67, Train Acc: 62.4840, Train Loss: 4.0397, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6100, Test Loss: 3.2701
Epoch 68, Train Acc: 62.4620, Train Loss: 4.0451, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1500, Test Loss: 3.2751
Epoch 69, Train Acc: 62.8381, Train Loss: 4.0365, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9100, Test Loss: 3.2116
