Epoch 1, Train Acc: 1.2024, Train Loss: 10.9270, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 1.6300, Test Loss: 4.5726
Epoch 14, Train Acc: 42.2395, Train Loss: 6.5482, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 36.9300, Test Loss: 3.7182
Epoch 15, Train Acc: 45.1945, Train Loss: 6.3478, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 41.2100, Test Loss: 3.5924
Epoch 16, Train Acc: 47.6152, Train Loss: 6.2095, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 45.6500, Test Loss: 3.5445
Epoch 17, Train Acc: 49.8720, Train Loss: 6.0631, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 43.8500, Test Loss: 3.5198
Epoch 18, Train Acc: 51.4365, Train Loss: 5.9535, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 47.7800, Test Loss: 3.5300
Epoch 19, Train Acc: 52.8609, Train Loss: 5.8819, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.0100, Test Loss: 3.5092
Epoch 20, Train Acc: 54.1973, Train Loss: 5.7901, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 48.0600, Test Loss: 3.4468
Epoch 21, Train Acc: 55.2617, Train Loss: 5.7355, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.2000, Test Loss: 3.4496
Epoch 22, Train Acc: 55.8519, Train Loss: 5.6910, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.9200, Test Loss: 3.4418
Epoch 23, Train Acc: 56.6921, Train Loss: 5.6555, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 46.2000, Test Loss: 3.5501
Epoch 24, Train Acc: 57.0383, Train Loss: 5.6115, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 47.8300, Test Loss: 3.4763
Epoch 25, Train Acc: 57.5524, Train Loss: 5.5680, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3800, Test Loss: 3.4615
Epoch 26, Train Acc: 58.1566, Train Loss: 5.5474, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3500, Test Loss: 3.3978
Epoch 27, Train Acc: 58.6328, Train Loss: 5.5167, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.9500, Test Loss: 3.4854
Epoch 28, Train Acc: 58.8828, Train Loss: 5.4818, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.7600, Test Loss: 3.4424
Epoch 29, Train Acc: 59.2250, Train Loss: 5.4912, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.6200, Test Loss: 3.4614
Epoch 30, Train Acc: 59.4330, Train Loss: 5.4620, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0700, Test Loss: 3.4070
Epoch 31, Train Acc: 59.6531, Train Loss: 5.4450, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3400, Test Loss: 3.4559
Epoch 32, Train Acc: 59.8532, Train Loss: 5.4326, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5700, Test Loss: 3.4188
Epoch 33, Train Acc: 59.9692, Train Loss: 5.4243, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 50.7000, Test Loss: 3.4528
Epoch 34, Train Acc: 60.5374, Train Loss: 5.4038, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6800, Test Loss: 3.3592
Epoch 35, Train Acc: 60.6314, Train Loss: 5.3838, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.7900, Test Loss: 3.3856
Epoch 36, Train Acc: 61.2116, Train Loss: 5.3646, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.2700, Test Loss: 3.3606
Epoch 37, Train Acc: 61.1816, Train Loss: 5.3611, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.5200, Test Loss: 3.4343
Epoch 38, Train Acc: 61.3036, Train Loss: 5.3486, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5400, Test Loss: 3.4114
Epoch 39, Train Acc: 61.5017, Train Loss: 5.3395, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2000, Test Loss: 3.3663
Epoch 40, Train Acc: 61.6837, Train Loss: 5.3358, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.3400, Test Loss: 3.4268
Epoch 41, Train Acc: 61.4857, Train Loss: 5.3272, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 49.6100, Test Loss: 3.4922
Epoch 42, Train Acc: 61.7558, Train Loss: 5.3208, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 51.7900, Test Loss: 3.4684
Epoch 43, Train Acc: 61.9318, Train Loss: 5.3184, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.0100, Test Loss: 3.3583
Epoch 44, Train Acc: 62.1239, Train Loss: 5.3126, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2300, Test Loss: 3.4261
Epoch 45, Train Acc: 62.2159, Train Loss: 5.2972, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.9100, Test Loss: 3.3865
Epoch 46, Train Acc: 62.2839, Train Loss: 5.2943, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4200, Test Loss: 3.3299
Epoch 47, Train Acc: 62.3680, Train Loss: 5.2947, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0700, Test Loss: 3.3217
Epoch 48, Train Acc: 62.1419, Train Loss: 5.2873, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.9300, Test Loss: 3.3574
Epoch 49, Train Acc: 62.4840, Train Loss: 5.2914, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5200, Test Loss: 3.3397
Epoch 50, Train Acc: 62.4700, Train Loss: 5.2784, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5200, Test Loss: 3.3538
Epoch 51, Train Acc: 62.6360, Train Loss: 5.2721, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6900, Test Loss: 3.3511
Epoch 52, Train Acc: 62.7461, Train Loss: 5.2642, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.8900, Test Loss: 3.3302
Epoch 53, Train Acc: 62.9461, Train Loss: 5.2679, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.8800, Test Loss: 3.4038
Epoch 54, Train Acc: 62.8321, Train Loss: 5.2588, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.6900, Test Loss: 3.3875
Epoch 55, Train Acc: 62.9601, Train Loss: 5.2510, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.8700, Test Loss: 3.3897
Epoch 56, Train Acc: 63.0962, Train Loss: 5.2435, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6100, Test Loss: 3.3929
Epoch 57, Train Acc: 63.3143, Train Loss: 5.2434, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4000, Test Loss: 3.3685
Epoch 58, Train Acc: 63.2462, Train Loss: 5.2313, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9500, Test Loss: 3.3474
Epoch 59, Train Acc: 63.3083, Train Loss: 5.2459, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3500, Test Loss: 3.3269
Epoch 60, Train Acc: 63.3743, Train Loss: 5.2290, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.3700, Test Loss: 3.3068
Epoch 61, Train Acc: 63.0882, Train Loss: 5.2409, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.2900, Test Loss: 3.3302
Epoch 62, Train Acc: 63.0702, Train Loss: 5.2338, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.0600, Test Loss: 3.3830
Epoch 63, Train Acc: 63.5483, Train Loss: 5.2230, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.3400, Test Loss: 3.3513
Epoch 64, Train Acc: 63.3163, Train Loss: 5.2160, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0400, Test Loss: 3.3528
Epoch 65, Train Acc: 63.2662, Train Loss: 5.2190, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.0800, Test Loss: 3.4428
Epoch 66, Train Acc: 63.5263, Train Loss: 5.2337, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0100, Test Loss: 3.3697
Epoch 67, Train Acc: 63.8444, Train Loss: 5.2051, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.7200, Test Loss: 3.3895
Epoch 68, Train Acc: 63.7324, Train Loss: 5.2170, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5800, Test Loss: 3.3229
Epoch 69, Train Acc: 63.8224, Train Loss: 5.2091, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.3000, Test Loss: 3.3199
Epoch 70, Train Acc: 63.5043, Train Loss: 5.2252, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.0400, Test Loss: 3.3465
Epoch 71, Train Acc: 63.5964, Train Loss: 5.2033, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0300, Test Loss: 3.3354
Epoch 72, Train Acc: 63.7004, Train Loss: 5.2098, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3100, Test Loss: 3.3217
Epoch 73, Train Acc: 63.8824, Train Loss: 5.2071, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3600, Test Loss: 3.2958
Epoch 74, Train Acc: 63.8864, Train Loss: 5.2032, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.9300, Test Loss: 3.4044
Epoch 75, Train Acc: 63.7144, Train Loss: 5.2074, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2000, Test Loss: 3.3169
Epoch 76, Train Acc: 64.0785, Train Loss: 5.2034, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5800, Test Loss: 3.3982
Epoch 77, Train Acc: 63.5823, Train Loss: 5.2120, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.9500, Test Loss: 3.3181
Epoch 78, Train Acc: 63.6764, Train Loss: 5.2035, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8700, Test Loss: 3.3343
Epoch 79, Train Acc: 63.8224, Train Loss: 5.1880, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7800, Test Loss: 3.3159
Epoch 80, Train Acc: 63.9265, Train Loss: 5.1807, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8200, Test Loss: 3.3328
Epoch 81, Train Acc: 63.8484, Train Loss: 5.1909, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.1600, Test Loss: 3.2655
Epoch 82, Train Acc: 63.9285, Train Loss: 5.1941, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.1800, Test Loss: 3.3558
Epoch 83, Train Acc: 63.9725, Train Loss: 5.1955, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1000, Test Loss: 3.3535
Epoch 84, Train Acc: 63.9845, Train Loss: 5.1911, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8500, Test Loss: 3.3519
Epoch 85, Train Acc: 63.9865, Train Loss: 5.1820, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6900, Test Loss: 3.4138
Epoch 86, Train Acc: 64.0985, Train Loss: 5.1836, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.0900, Test Loss: 3.2663
Epoch 87, Train Acc: 63.8964, Train Loss: 5.1849, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1700, Test Loss: 3.2740
Epoch 88, Train Acc: 64.0225, Train Loss: 5.1890, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.1900, Test Loss: 3.3879
Epoch 89, Train Acc: 63.9125, Train Loss: 5.1946, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1500, Test Loss: 3.3804
Epoch 90, Train Acc: 64.1505, Train Loss: 5.1728, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9400, Test Loss: 3.3663
Epoch 91, Train Acc: 63.9945, Train Loss: 5.1845, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1700, Test Loss: 3.3051
Epoch 92, Train Acc: 64.2946, Train Loss: 5.1715, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6900, Test Loss: 3.3622
Epoch 93, Train Acc: 63.9885, Train Loss: 5.1804, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9100, Test Loss: 3.3120
Epoch 94, Train Acc: 64.4066, Train Loss: 5.1645, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6100, Test Loss: 3.3358
Epoch 95, Train Acc: 64.2786, Train Loss: 5.1758, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.8300, Test Loss: 3.3117
Epoch 96, Train Acc: 64.0945, Train Loss: 5.1758, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9300, Test Loss: 3.2816
Epoch 97, Train Acc: 64.3026, Train Loss: 5.1749, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.4500, Test Loss: 3.3188
Epoch 98, Train Acc: 64.6327, Train Loss: 5.1541, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0600, Test Loss: 3.2793
Epoch 99, Train Acc: 64.2846, Train Loss: 5.1617, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6900, Test Loss: 3.2881
Epoch 100, Train Acc: 64.1125, Train Loss: 5.1819, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3500, Test Loss: 3.3094
Epoch 101, Train Acc: 64.4786, Train Loss: 5.1702, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7300, Test Loss: 3.3332
Epoch 102, Train Acc: 64.1345, Train Loss: 5.1750, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6800, Test Loss: 3.2989
Epoch 103, Train Acc: 64.5527, Train Loss: 5.1646, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.5300, Test Loss: 3.2922
Epoch 104, Train Acc: 64.5487, Train Loss: 5.1536, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.0800, Test Loss: 3.3426
Epoch 105, Train Acc: 64.4006, Train Loss: 5.1674, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.0300, Test Loss: 3.3115
Epoch 106, Train Acc: 64.6067, Train Loss: 5.1527, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.9800, Test Loss: 3.2914
Epoch 107, Train Acc: 64.5066, Train Loss: 5.1618, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.5300, Test Loss: 3.3391
Epoch 108, Train Acc: 64.4666, Train Loss: 5.1738, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5200, Test Loss: 3.3790
Epoch 109, Train Acc: 64.4326, Train Loss: 5.1608, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.8100, Test Loss: 3.3589
Epoch 110, Train Acc: 64.6167, Train Loss: 5.1508, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.8200, Test Loss: 3.3367
Epoch 111, Train Acc: 64.7247, Train Loss: 5.1573, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0100, Test Loss: 3.2266
Epoch 112, Train Acc: 64.4666, Train Loss: 5.1590, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.9200, Test Loss: 3.2778
Epoch 113, Train Acc: 64.5867, Train Loss: 5.1494, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.4900, Test Loss: 3.3315
Epoch 114, Train Acc: 64.3946, Train Loss: 5.1687, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.7200, Test Loss: 3.4009
Epoch 115, Train Acc: 64.5247, Train Loss: 5.1519, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0200, Test Loss: 3.3616
Epoch 116, Train Acc: 64.4846, Train Loss: 5.1612, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.8000, Test Loss: 3.3152
Epoch 117, Train Acc: 64.3766, Train Loss: 5.1566, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.8400, Test Loss: 3.3145
Epoch 118, Train Acc: 64.4626, Train Loss: 5.1511, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3000, Test Loss: 3.3145
Epoch 119, Train Acc: 64.9148, Train Loss: 5.1412, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9200, Test Loss: 3.3376
Epoch 120, Train Acc: 64.5487, Train Loss: 5.1509, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.9000, Test Loss: 3.2974
Epoch 121, Train Acc: 64.4986, Train Loss: 5.1519, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.5900, Test Loss: 3.2196
Epoch 122, Train Acc: 64.7107, Train Loss: 5.1526, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.3900, Test Loss: 3.3122
Epoch 123, Train Acc: 64.3546, Train Loss: 5.1543, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.9000, Test Loss: 3.3469
Epoch 124, Train Acc: 64.6287, Train Loss: 5.1451, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0900, Test Loss: 3.3212
Epoch 125, Train Acc: 64.6807, Train Loss: 5.1413, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6200, Test Loss: 3.3242
Epoch 126, Train Acc: 64.6807, Train Loss: 5.1578, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.6800, Test Loss: 3.3536
Epoch 127, Train Acc: 64.6827, Train Loss: 5.1448, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4700, Test Loss: 3.3528
Epoch 128, Train Acc: 64.7667, Train Loss: 5.1506, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.3300, Test Loss: 3.2719
Epoch 129, Train Acc: 64.8227, Train Loss: 5.1258, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2000, Test Loss: 3.3056
Epoch 130, Train Acc: 64.4966, Train Loss: 5.1498, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5400, Test Loss: 3.2779
Epoch 131, Train Acc: 64.6387, Train Loss: 5.1476, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.8900, Test Loss: 3.2443
Epoch 132, Train Acc: 64.3866, Train Loss: 5.1419, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.6900, Test Loss: 3.2990
Epoch 133, Train Acc: 64.9408, Train Loss: 5.1402, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3000, Test Loss: 3.2863
Epoch 134, Train Acc: 64.6707, Train Loss: 5.1522, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4200, Test Loss: 3.3588
Epoch 135, Train Acc: 64.4526, Train Loss: 5.1537, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.6500, Test Loss: 3.3449
Epoch 136, Train Acc: 64.9248, Train Loss: 5.1281, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7100, Test Loss: 3.3746
Epoch 137, Train Acc: 64.4566, Train Loss: 5.1551, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.8200, Test Loss: 3.3745
Epoch 138, Train Acc: 64.4766, Train Loss: 5.1361, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5900, Test Loss: 3.3101
Epoch 139, Train Acc: 64.5547, Train Loss: 5.1489, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7300, Test Loss: 3.3122
Epoch 140, Train Acc: 64.8528, Train Loss: 5.1242, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.0700, Test Loss: 3.3056
Epoch 141, Train Acc: 64.8628, Train Loss: 5.1365, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.5400, Test Loss: 3.3639
Epoch 142, Train Acc: 64.5987, Train Loss: 5.1505, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.1400, Test Loss: 3.2571
Epoch 143, Train Acc: 65.0228, Train Loss: 5.1163, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.0900, Test Loss: 3.3145
Epoch 144, Train Acc: 64.9228, Train Loss: 5.1438, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5000, Test Loss: 3.3106
Epoch 145, Train Acc: 64.5967, Train Loss: 5.1367, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1700, Test Loss: 3.2657
Epoch 146, Train Acc: 64.9448, Train Loss: 5.1255, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5700, Test Loss: 3.2775
Epoch 147, Train Acc: 64.7847, Train Loss: 5.1458, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.9200, Test Loss: 3.2971
Epoch 148, Train Acc: 64.6407, Train Loss: 5.1333, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5600, Test Loss: 3.3916
Epoch 149, Train Acc: 64.7767, Train Loss: 5.1406, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4400, Test Loss: 3.3038
Epoch 150, Train Acc: 64.7707, Train Loss: 5.1332, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4700, Test Loss: 3.3620
Epoch 151, Train Acc: 73.6416, Train Loss: 4.5077, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 69.5800, Test Loss: 3.0771
Epoch 152, Train Acc: 75.8943, Train Loss: 4.3693, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 70.2400, Test Loss: 3.0699
Epoch 153, Train Acc: 76.7125, Train Loss: 4.3199, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 70.3300, Test Loss: 3.0610
Epoch 154, Train Acc: 77.7469, Train Loss: 4.2832, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 71.0900, Test Loss: 3.0487
