Epoch 1, Train Acc: 8.7068, Train Loss: 7.4597, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 13.8100, Test Loss: 3.6683
Epoch 66, Train Acc: 65.0868, Train Loss: 2.1648, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2700, Test Loss: 1.5605
Epoch 67, Train Acc: 65.4850, Train Loss: 2.1565, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.9800, Test Loss: 1.7316
Epoch 68, Train Acc: 65.1909, Train Loss: 2.1549, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.9300, Test Loss: 1.7909
Epoch 69, Train Acc: 65.3089, Train Loss: 2.1648, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3100, Test Loss: 1.7044
Epoch 70, Train Acc: 65.3729, Train Loss: 2.1531, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.1700, Test Loss: 1.6502
Epoch 71, Train Acc: 65.3669, Train Loss: 2.1579, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.2000, Test Loss: 1.7611
Epoch 72, Train Acc: 65.5310, Train Loss: 2.1446, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2100, Test Loss: 1.5682
Epoch 73, Train Acc: 65.3089, Train Loss: 2.1513, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 60.1800, Test Loss: 1.4824
Epoch 74, Train Acc: 65.4990, Train Loss: 2.1398, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.5800, Test Loss: 1.8242
Epoch 75, Train Acc: 65.4669, Train Loss: 2.1417, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0400, Test Loss: 1.5689
Epoch 76, Train Acc: 65.5550, Train Loss: 2.1420, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.7500, Test Loss: 1.5671
Epoch 77, Train Acc: 65.4689, Train Loss: 2.1456, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 60.0300, Test Loss: 1.5005
Epoch 78, Train Acc: 65.6030, Train Loss: 2.1350, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5000, Test Loss: 1.5969
Epoch 79, Train Acc: 65.4409, Train Loss: 2.1420, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.4400, Test Loss: 1.5420
Epoch 80, Train Acc: 65.4129, Train Loss: 2.1393, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.4700, Test Loss: 1.7194
Epoch 81, Train Acc: 65.6610, Train Loss: 2.1303, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2100, Test Loss: 1.5923
Epoch 82, Train Acc: 65.4289, Train Loss: 2.1335, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5000, Test Loss: 1.6140
Epoch 83, Train Acc: 65.5190, Train Loss: 2.1330, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8700, Test Loss: 1.6290
Epoch 84, Train Acc: 65.7630, Train Loss: 2.1155, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9300, Test Loss: 1.6086
Epoch 85, Train Acc: 65.7691, Train Loss: 2.1384, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4700, Test Loss: 1.6246
Epoch 86, Train Acc: 65.5310, Train Loss: 2.1239, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.3500, Test Loss: 1.5877
Epoch 87, Train Acc: 65.6150, Train Loss: 2.1205, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.2600, Test Loss: 1.5181
Epoch 88, Train Acc: 65.8151, Train Loss: 2.1247, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3100, Test Loss: 1.6246
Epoch 89, Train Acc: 65.4630, Train Loss: 2.1335, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2800, Test Loss: 1.6364
Epoch 90, Train Acc: 65.6170, Train Loss: 2.1317, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.1500, Test Loss: 1.5812
Epoch 91, Train Acc: 65.8711, Train Loss: 2.1165, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.9300, Test Loss: 1.6491
Epoch 92, Train Acc: 65.9151, Train Loss: 2.1214, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.9700, Test Loss: 1.6189
Epoch 93, Train Acc: 65.7871, Train Loss: 2.1203, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.3100, Test Loss: 1.5498
Epoch 94, Train Acc: 65.7090, Train Loss: 2.1133, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.2700, Test Loss: 1.5139
Epoch 95, Train Acc: 65.5470, Train Loss: 2.1201, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.2200, Test Loss: 1.7403
Epoch 96, Train Acc: 65.9051, Train Loss: 2.1059, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.8800, Test Loss: 1.6603
Epoch 97, Train Acc: 65.8431, Train Loss: 2.1233, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.5400, Test Loss: 1.5530
Epoch 98, Train Acc: 65.8711, Train Loss: 2.1163, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.2000, Test Loss: 1.7941
Epoch 99, Train Acc: 65.9871, Train Loss: 2.1069, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 60.5900, Test Loss: 1.5179
Epoch 100, Train Acc: 65.8731, Train Loss: 2.1160, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3100, Test Loss: 1.6991
Epoch 101, Train Acc: 65.8151, Train Loss: 2.1108, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2200, Test Loss: 1.6174
Epoch 102, Train Acc: 65.9331, Train Loss: 2.1126, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1700, Test Loss: 1.6350
Epoch 103, Train Acc: 65.8791, Train Loss: 2.1139, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.0700, Test Loss: 1.5904
Epoch 104, Train Acc: 66.0891, Train Loss: 2.0988, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.3600, Test Loss: 1.5355
Epoch 105, Train Acc: 65.9071, Train Loss: 2.1125, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.4500, Test Loss: 1.5203
Epoch 106, Train Acc: 65.8271, Train Loss: 2.1121, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.0400, Test Loss: 1.6437
Epoch 107, Train Acc: 66.0171, Train Loss: 2.1028, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.3800, Test Loss: 1.6569
Epoch 108, Train Acc: 66.1172, Train Loss: 2.1035, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.3700, Test Loss: 1.6444
Epoch 109, Train Acc: 66.1232, Train Loss: 2.0994, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5700, Test Loss: 1.6052
Epoch 110, Train Acc: 66.0671, Train Loss: 2.1051, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2600, Test Loss: 1.5551
Epoch 111, Train Acc: 65.9851, Train Loss: 2.0988, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.5500, Test Loss: 1.6497
Epoch 112, Train Acc: 66.2692, Train Loss: 2.1015, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.7800, Test Loss: 1.6596
Epoch 113, Train Acc: 66.0791, Train Loss: 2.0981, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3900, Test Loss: 1.7879
Epoch 114, Train Acc: 65.9531, Train Loss: 2.1068, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.2900, Test Loss: 1.5679
Epoch 115, Train Acc: 66.1752, Train Loss: 2.0924, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.9100, Test Loss: 1.5617
Epoch 116, Train Acc: 66.2772, Train Loss: 2.0938, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.7300, Test Loss: 1.5204
Epoch 117, Train Acc: 66.2812, Train Loss: 2.0865, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4200, Test Loss: 1.6341
Epoch 118, Train Acc: 66.4013, Train Loss: 2.0923, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.6500, Test Loss: 1.5167
Epoch 119, Train Acc: 66.0611, Train Loss: 2.0990, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 61.5900, Test Loss: 1.4337
Epoch 120, Train Acc: 66.3332, Train Loss: 2.0932, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.2900, Test Loss: 1.6139
Epoch 121, Train Acc: 66.1772, Train Loss: 2.0876, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.6100, Test Loss: 1.5216
Epoch 122, Train Acc: 66.3792, Train Loss: 2.0737, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.6300, Test Loss: 1.5267
Epoch 123, Train Acc: 65.9531, Train Loss: 2.0994, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2700, Test Loss: 1.6741
Epoch 124, Train Acc: 66.2912, Train Loss: 2.0882, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.8700, Test Loss: 1.5626
Epoch 125, Train Acc: 66.2992, Train Loss: 2.0845, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.6200, Test Loss: 1.6059
Epoch 126, Train Acc: 66.3052, Train Loss: 2.0810, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3500, Test Loss: 1.7596
Epoch 127, Train Acc: 66.3172, Train Loss: 2.0799, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.3200, Test Loss: 1.6999
Epoch 128, Train Acc: 65.9091, Train Loss: 2.1010, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 62.5600, Test Loss: 1.4248
Epoch 129, Train Acc: 66.3712, Train Loss: 2.0867, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 55.5000, Test Loss: 1.7108
Epoch 130, Train Acc: 66.0811, Train Loss: 2.0890, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.5900, Test Loss: 1.5832
Epoch 131, Train Acc: 66.4813, Train Loss: 2.0749, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.8200, Test Loss: 1.5570
Epoch 132, Train Acc: 66.4933, Train Loss: 2.0806, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.1300, Test Loss: 1.6030
Epoch 133, Train Acc: 66.2772, Train Loss: 2.0821, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.8700, Test Loss: 1.5992
Epoch 134, Train Acc: 66.6093, Train Loss: 2.0731, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.0700, Test Loss: 1.6941
Epoch 135, Train Acc: 66.4873, Train Loss: 2.0702, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.1300, Test Loss: 1.8659
Epoch 136, Train Acc: 66.2552, Train Loss: 2.0853, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 60.3400, Test Loss: 1.4954
Epoch 137, Train Acc: 66.3672, Train Loss: 2.0877, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.1700, Test Loss: 1.5486
Epoch 138, Train Acc: 66.3992, Train Loss: 2.0772, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.7400, Test Loss: 1.6017
Epoch 139, Train Acc: 66.6953, Train Loss: 2.0737, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.7400, Test Loss: 1.5243
Epoch 140, Train Acc: 66.0931, Train Loss: 2.0769, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.9500, Test Loss: 1.6370
Epoch 141, Train Acc: 66.3612, Train Loss: 2.0699, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.1100, Test Loss: 1.6142
Epoch 142, Train Acc: 66.2572, Train Loss: 2.0767, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 52.8600, Test Loss: 1.8530
Epoch 143, Train Acc: 66.3212, Train Loss: 2.0710, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.4100, Test Loss: 1.5804
Epoch 144, Train Acc: 66.5113, Train Loss: 2.0694, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 53.6500, Test Loss: 1.8049
Epoch 145, Train Acc: 65.9511, Train Loss: 2.0917, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 59.4100, Test Loss: 1.5173
Epoch 146, Train Acc: 66.5833, Train Loss: 2.0639, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.5100, Test Loss: 1.6064
Epoch 147, Train Acc: 66.3932, Train Loss: 2.0741, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 58.9100, Test Loss: 1.5635
Epoch 148, Train Acc: 66.3192, Train Loss: 2.0653, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 57.4700, Test Loss: 1.6291
Epoch 149, Train Acc: 66.4053, Train Loss: 2.0723, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 56.2600, Test Loss: 1.6747
Epoch 150, Train Acc: 66.5813, Train Loss: 2.0667, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 54.3200, Test Loss: 1.8019
Epoch 151, Train Acc: 74.6879, Train Loss: 1.5376, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 70.2200, Test Loss: 1.1272
Epoch 152, Train Acc: 76.8306, Train Loss: 1.4136, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 70.7700, Test Loss: 1.1051
Epoch 153, Train Acc: 77.3648, Train Loss: 1.3710, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 71.2300, Test Loss: 1.0955
Epoch 154, Train Acc: 78.2490, Train Loss: 1.3363, Train Entropy (Temp): 0.0000, Train Entropy (No Temp): 0.0000, Test Acc: 71.5500, Test Loss: 1.0869
